Binning Method	Database	Taxonomic Level	Decontam Method	Decontam Threshold	Contaminant	Genus	Species
megan	nt	species	combined	0.99	Halomonas beimenensis	Halomonas	beimenensis
megan	nt	species	combined	0.99	Halomonas hydrothermalis	Halomonas	hydrothermalis
megan	nt	species	combined	0.99	Halomonas sp. 1513	Halomonas	sp. 1513
megan	nt	species	combined	0.99	Halorhodospira halophila	Halorhodospira	halophila
megan	nt	species	combined	0.99	Halotalea alkalilenta	Halotalea	alkalilenta
megan	nt	species	combined	0.99	Helianthus annuus	Helianthus	annuus
megan	nt	species	combined	0.99	Heligmosomoides polygyrus	Heligmosomoides	polygyrus
megan	nt	species	combined	0.99	Hepacivirus C	Hepacivirus	C
megan	nt	species	combined	0.99	Herbaspirillum frisingense	Herbaspirillum	frisingense
megan	nt	species	combined	0.99	Herbaspirillum hiltneri	Herbaspirillum	hiltneri
megan	nt	species	combined	0.99	Herbaspirillum rubrisubalbicans	Herbaspirillum	rubrisubalbicans
megan	nt	species	combined	0.99	Herbaspirillum seropedicae	Herbaspirillum	seropedicae
megan	nt	species	combined	0.99	Herminiimonas arsenicoxydans	Herminiimonas	arsenicoxydans
megan	nt	species	combined	0.99	Herpetosiphon aurantiacus	Herpetosiphon	aurantiacus
megan	nt	species	combined	0.99	Heterocephalus glaber	Heterocephalus	glaber
megan	nt	species	combined	0.99	Hirsutella rhossiliensis	Hirsutella	rhossiliensis
megan	nt	species	combined	0.99	Histoplasma capsulatum	Histoplasma	capsulatum
megan	nt	species	combined	0.99	Hoeflea sp. IMCC20628	Hoeflea	sp. IMCC20628
megan	nt	species	combined	0.99	Homo sapiens	Homo	sapiens
megan	nt	species	combined	0.99	Hoyosella subflava	Hoyosella	subflava
megan	nt	species	combined	0.99	Human artificial chromosome vector 21HAC4	Human	artificial chromosome vector 21HAC4
megan	nt	species	combined	0.99	Human gammaherpesvirus 4	Human	gammaherpesvirus 4
megan	nt	species	combined	0.99	Human mastadenovirus C	Human	mastadenovirus C
megan	nt	species	combined	0.99	Hungateiclostridium thermocellum	Hungateiclostridium	thermocellum
megan	nt	species	combined	0.99	Hyalella azteca	Hyalella	azteca
megan	nt	species	combined	0.99	Hydrogenophaga crassostreae	Hydrogenophaga	crassostreae
megan	nt	species	combined	0.99	Hydrogenophaga sp. PBC	Hydrogenophaga	sp. PBC
megan	nt	species	combined	0.99	Hydrogenophaga sp. RAC07	Hydrogenophaga	sp. RAC07
megan	nt	species	combined	0.99	Hymenobacter sedentarius	Hymenobacter	sedentarius
megan	nt	species	combined	0.99	Hymenobacter sp. PAMC 26554	Hymenobacter	sp. PAMC 26554
megan	nt	species	combined	0.99	Hymenobacter sp. PAMC 26628	Hymenobacter	sp. PAMC 26628
megan	nt	species	combined	0.99	Hymenolepis diminuta	Hymenolepis	diminuta
megan	nt	species	combined	0.99	Hyphomicrobium denitrificans	Hyphomicrobium	denitrificans
megan	nt	species	combined	0.99	Hyphomicrobium nitrativorans	Hyphomicrobium	nitrativorans
megan	nt	species	combined	0.99	Hyphomicrobium sp. MC1	Hyphomicrobium	sp. MC1
megan	nt	species	combined	0.99	Hyphopichia burtonii	Hyphopichia	burtonii
megan	nt	species	combined	0.99	Hypocrella siamensis	Hypocrella	siamensis
megan	nt	species	combined	0.99	Ictidomys tridecemlineatus	Ictidomys	tridecemlineatus
megan	nt	species	combined	0.99	Ilumatobacter coccineus	Ilumatobacter	coccineus
megan	nt	species	combined	0.99	Immundisolibacter cernigliae	Immundisolibacter	cernigliae
megan	nt	species	combined	0.99	Intrasporangium calvum	Intrasporangium	calvum
megan	nt	species	combined	0.99	Ipomoea nil	Ipomoea	nil
megan	nt	species	combined	0.99	Isoptericola dokdonensis	Isoptericola	dokdonensis
megan	nt	species	combined	0.99	Isoptericola variabilis	Isoptericola	variabilis
megan	nt	species	combined	0.99	Ixodes scapularis	Ixodes	scapularis
megan	nt	species	combined	0.99	Janibacter terrae	Janibacter	terrae
megan	nt	species	combined	0.99	Janthinobacterium agaricidamnosum	Janthinobacterium	agaricidamnosum
megan	nt	species	combined	0.99	Janthinobacterium lividum	Janthinobacterium	lividum
megan	nt	species	combined	0.99	Janthinobacterium sp. 1_2014MBL_MicDiv	Janthinobacterium	sp. 1_2014MBL_MicDiv
megan	nt	species	combined	0.99	Janthinobacterium sp. LM6	Janthinobacterium	sp. LM6
megan	nt	species	combined	0.99	Janthinobacterium svalbardensis	Janthinobacterium	svalbardensis
megan	nt	species	combined	0.99	Jatrophihabitans sp. GAS493	Jatrophihabitans	sp. GAS493
megan	nt	species	combined	0.99	Jeongeupia sp. USM3	Jeongeupia	sp. USM3
megan	nt	species	combined	0.99	Jiangella alkaliphila	Jiangella	alkaliphila
megan	nt	species	combined	0.99	Jiangella sp. DSM 45060	Jiangella	sp. DSM 45060
megan	nt	species	combined	0.99	Jonesia denitrificans	Jonesia	denitrificans
megan	nt	species	combined	0.99	Juglans regia	Juglans	regia
megan	nt	species	combined	0.99	Ketogulonicigenium vulgare	Ketogulonicigenium	vulgare
megan	nt	species	combined	0.99	Kibdelosporangium phytohabitans	Kibdelosporangium	phytohabitans
megan	nt	species	combined	0.99	Kibdelosporangium sp. MJ126-NF4	Kibdelosporangium	sp. MJ126-NF4
megan	nt	species	combined	0.99	Kineococcus radiotolerans	Kineococcus	radiotolerans
megan	nt	species	combined	0.99	Kitasatospora albolonga	Kitasatospora	albolonga
megan	nt	species	combined	0.99	Kitasatospora aureofaciens	Kitasatospora	aureofaciens
megan	nt	species	combined	0.99	Kitasatospora setae	Kitasatospora	setae
megan	nt	species	combined	0.99	Klebsiella aerogenes	Klebsiella	aerogenes
megan	nt	species	combined	0.99	Klebsiella michiganensis	Klebsiella	michiganensis
megan	nt	species	combined	0.99	Klebsiella oxytoca	Klebsiella	oxytoca
megan	nt	species	combined	0.99	Klebsiella pneumoniae	Klebsiella	pneumoniae
megan	nt	species	combined	0.99	Klebsiella sp. M5al	Klebsiella	sp. M5al
megan	nt	species	combined	0.99	Klebsiella variicola	Klebsiella	variicola
megan	nt	species	combined	0.99	Kluyvera georgiana	Kluyvera	georgiana
megan	nt	species	combined	0.99	Kluyvera intermedia	Kluyvera	intermedia
megan	nt	species	combined	0.99	Kocuria flava	Kocuria	flava
megan	nt	species	combined	0.99	Kocuria palustris	Kocuria	palustris
megan	nt	species	combined	0.99	Kocuria rhizophila	Kocuria	rhizophila
megan	nt	species	combined	0.99	Kocuria turfanensis	Kocuria	turfanensis
megan	nt	species	combined	0.99	Kosakonia cowanii	Kosakonia	cowanii
megan	nt	species	combined	0.99	Kosakonia sacchari	Kosakonia	sacchari
megan	nt	species	combined	0.99	Kribbella flavida	Kribbella	flavida
megan	nt	species	combined	0.99	Kurthia sp. 11kri321	Kurthia	sp. 11kri321
megan	nt	species	combined	0.99	Kutzneria albida	Kutzneria	albida
megan	nt	species	combined	0.99	Kytococcus sedentarius	Kytococcus	sedentarius
megan	nt	species	combined	0.99	Labilithrix luteola	Labilithrix	luteola
megan	nt	species	combined	0.99	Lactobacillus casei	Lactobacillus	casei
megan	nt	species	combined	0.99	Lactobacillus delbrueckii	Lactobacillus	delbrueckii
megan	nt	species	combined	0.99	Lactobacillus fermentum	Lactobacillus	fermentum
megan	nt	species	combined	0.99	Lactobacillus mucosae	Lactobacillus	mucosae
megan	nt	species	combined	0.99	Lactobacillus oris	Lactobacillus	oris
megan	nt	species	combined	0.99	Lactobacillus paracasei	Lactobacillus	paracasei
megan	nt	species	combined	0.99	Lactobacillus sakei	Lactobacillus	sakei
megan	nt	species	combined	0.99	Lactobacillus salivarius	Lactobacillus	salivarius
megan	nt	species	combined	0.99	Lactococcus lactis	Lactococcus	lactis
megan	nt	species	combined	0.99	Lactococcus piscium	Lactococcus	piscium
megan	nt	species	combined	0.99	Lacunisphaera limnophila	Lacunisphaera	limnophila
megan	nt	species	combined	0.99	Lagidium cf. cariamangense	Lagidium	cf. cariamangense
megan	nt	species	combined	0.99	Lasthenia californica	Lasthenia	californica
megan	nt	species	combined	0.99	Leclercia adecarboxylata	Leclercia	adecarboxylata
megan	nt	species	combined	0.99	Leifsonia sp. 21MFCrub1.1	Leifsonia	sp. 21MFCrub1.1
megan	nt	species	combined	0.99	Leifsonia xyli	Leifsonia	xyli
megan	nt	species	combined	0.99	Leisingera methylohalidivorans	Leisingera	methylohalidivorans
megan	nt	species	combined	0.99	Lelliottia amnigena	Lelliottia	amnigena
megan	nt	species	combined	0.99	Lentzea guizhouensis	Lentzea	guizhouensis
megan	nt	species	combined	0.99	Leptosphaeria maculans	Leptosphaeria	maculans
megan	nt	species	combined	0.99	Leptothrix cholodnii	Leptothrix	cholodnii
megan	nt	species	combined	0.99	Leuconostoc citreum	Leuconostoc	citreum
megan	nt	species	combined	0.99	Limnochorda pilosa	Limnochorda	pilosa
megan	nt	species	combined	0.99	Limnohabitans sp. 103DPR2	Limnohabitans	sp. 103DPR2
megan	nt	species	combined	0.99	Limnohabitans sp. 63ED37-2	Limnohabitans	sp. 63ED37-2
megan	nt	species	combined	0.99	Lipotes vexillifer	Lipotes	vexillifer
megan	nt	species	combined	0.99	Lucilia cuprina	Lucilia	cuprina
megan	nt	species	combined	0.99	Lupinus angustifolius	Lupinus	angustifolius
megan	nt	species	combined	0.99	Luteibacter rhizovicinus	Luteibacter	rhizovicinus
megan	nt	species	combined	0.99	Luteimonas sp. JM171	Luteimonas	sp. JM171
megan	nt	species	combined	0.99	Luteipulveratus mongoliensis	Luteipulveratus	mongoliensis
megan	nt	species	combined	0.99	Lysinibacillus fusiformis	Lysinibacillus	fusiformis
megan	nt	species	combined	0.99	Lysinibacillus saudimassiliensis	Lysinibacillus	saudimassiliensis
megan	nt	species	combined	0.99	Lysobacter antibioticus	Lysobacter	antibioticus
megan	nt	species	combined	0.99	Lysobacter capsici	Lysobacter	capsici
megan	nt	species	combined	0.99	Lysobacter enzymogenes	Lysobacter	enzymogenes
megan	nt	species	combined	0.99	Lysobacter gummosus	Lysobacter	gummosus
megan	nt	species	combined	0.99	Macaca fascicularis	Macaca	fascicularis
megan	nt	species	combined	0.99	Macrococcus canis	Macrococcus	canis
megan	nt	species	combined	0.99	Macrococcus caseolyticus	Macrococcus	caseolyticus
megan	nt	species	combined	0.99	Macrococcus sp. IME1552	Macrococcus	sp. IME1552
megan	nt	species	combined	0.99	Magnaporthe oryzae	Magnaporthe	oryzae
megan	nt	species	combined	0.99	Magnetospirillum gryphiswaldense	Magnetospirillum	gryphiswaldense
megan	nt	species	combined	0.99	Magnetospirillum magneticum	Magnetospirillum	magneticum
megan	nt	species	combined	0.99	Magnetospirillum sp. ME-1	Magnetospirillum	sp. ME-1
megan	nt	species	combined	0.99	Magnetospirillum sp. XM-1	Magnetospirillum	sp. XM-1
megan	nt	species	combined	0.99	Mahella australiensis	Mahella	australiensis
megan	nt	species	combined	0.99	Malassezia globosa	Malassezia	globosa
megan	nt	species	combined	0.99	Malus domestica	Malus	domestica
megan	nt	species	combined	0.99	Marichromatium purpuratum	Marichromatium	purpuratum
megan	nt	species	combined	0.99	Marinovum algicola	Marinovum	algicola
megan	nt	species	combined	0.99	Marmoricola scoriae	Marmoricola	scoriae
megan	nt	species	combined	0.99	Marssonina brunnea	Marssonina	brunnea
megan	nt	species	combined	0.99	Martelella endophytica	Martelella	endophytica
megan	nt	species	combined	0.99	Martelella mediterranea	Martelella	mediterranea
megan	nt	species	combined	0.99	Martelella sp. AD-3	Martelella	sp. AD-3
megan	nt	species	combined	0.99	Massilia putida	Massilia	putida
megan	nt	species	combined	0.99	Massilia sp. NR 4-1	Massilia	sp. NR 4-1
megan	nt	species	combined	0.99	Massilia sp. WG5	Massilia	sp. WG5
megan	nt	species	combined	0.99	Megamonas hypermegale	Megamonas	hypermegale
megan	nt	species	combined	0.99	Meleagris gallopavo	Meleagris	gallopavo
megan	nt	species	combined	0.99	Melittangium boletus	Melittangium	boletus
megan	nt	species	combined	0.99	Mesorhizobium amorphae	Mesorhizobium	amorphae
megan	nt	species	combined	0.99	Mesorhizobium australicum	Mesorhizobium	australicum
megan	nt	species	combined	0.99	Mesorhizobium ciceri	Mesorhizobium	ciceri
megan	nt	species	combined	0.99	Mesorhizobium huakuii	Mesorhizobium	huakuii
megan	nt	species	combined	0.99	Mesorhizobium japonicum	Mesorhizobium	japonicum
megan	nt	species	combined	0.99	Mesorhizobium loti	Mesorhizobium	loti
megan	nt	species	combined	0.99	Mesorhizobium oceanicum	Mesorhizobium	oceanicum
megan	nt	species	combined	0.99	Mesorhizobium opportunistum	Mesorhizobium	opportunistum
megan	nt	species	combined	0.99	Mesorhizobium sp. WSM1497	Mesorhizobium	sp. WSM1497
megan	nt	species	combined	0.99	Metarhizium acridum	Metarhizium	acridum
megan	nt	species	combined	0.99	Metarhizium majus	Metarhizium	majus
megan	nt	species	combined	0.99	Metarhizium robertsii	Metarhizium	robertsii
megan	nt	species	combined	0.99	Methanococcus maripaludis	Methanococcus	maripaludis
megan	nt	species	combined	0.99	Methanosaeta harundinacea	Methanosaeta	harundinacea
megan	nt	species	combined	0.99	Methanothermus fervidus	Methanothermus	fervidus
megan	nt	species	combined	0.99	Methylibium petroleiphilum	Methylibium	petroleiphilum
megan	nt	species	combined	0.99	Methylobacillus flagellatus	Methylobacillus	flagellatus
megan	nt	species	combined	0.99	Methylobacterium aquaticum	Methylobacterium	aquaticum
megan	nt	species	combined	0.99	Methylobacterium nodulans	Methylobacterium	nodulans
megan	nt	species	combined	0.99	Methylobacterium oryzae	Methylobacterium	oryzae
megan	nt	species	combined	0.99	Methylobacterium phyllosphaerae	Methylobacterium	phyllosphaerae
megan	nt	species	combined	0.99	Methylobacterium radiotolerans	Methylobacterium	radiotolerans
megan	nt	species	combined	0.99	Methylobacterium sp. 4-46	Methylobacterium	sp. 4-46
megan	nt	species	combined	0.99	Methylobacterium sp. AMS5	Methylobacterium	sp. AMS5
megan	nt	species	combined	0.99	Methylobacterium sp. C1	Methylobacterium	sp. C1
megan	nt	species	combined	0.99	Methylocaldum marinum	Methylocaldum	marinum
megan	nt	species	combined	0.99	Methyloceanibacter caenitepidi	Methyloceanibacter	caenitepidi
megan	nt	species	combined	0.99	Methylocella silvestris	Methylocella	silvestris
megan	nt	species	combined	0.99	Methylococcus capsulatus	Methylococcus	capsulatus
megan	nt	species	combined	0.99	Methylocystis bryophila	Methylocystis	bryophila
megan	nt	species	combined	0.99	Methylocystis sp. SC2	Methylocystis	sp. SC2
megan	nt	species	combined	0.99	Methylorubrum extorquens	Methylorubrum	extorquens
megan	nt	species	combined	0.99	Methylorubrum populi	Methylorubrum	populi
megan	nt	species	combined	0.99	Methyloversatilis sp. RAC08	Methyloversatilis	sp. RAC08
megan	nt	species	combined	0.99	Microbacterium aurum	Microbacterium	aurum
megan	nt	species	combined	0.99	Microbacterium chocolatum	Microbacterium	chocolatum
megan	nt	species	combined	0.99	Microbacterium foliorum	Microbacterium	foliorum
megan	nt	species	combined	0.99	Microbacterium paludicola	Microbacterium	paludicola
megan	nt	species	combined	0.99	Microbacterium paraoxydans	Microbacterium	paraoxydans
megan	nt	species	combined	0.99	Microbacterium pygmaeum	Microbacterium	pygmaeum
megan	nt	species	combined	0.99	Microbacterium sp. 1.5R	Microbacterium	sp. 1.5R
megan	nt	species	combined	0.99	Microbacterium sp. BH-3-3-3	Microbacterium	sp. BH-3-3-3
megan	nt	species	combined	0.99	Microbacterium sp. LKL04	Microbacterium	sp. LKL04
megan	nt	species	combined	0.99	Microbacterium sp. No. 7	Microbacterium	sp. No. 7
megan	nt	species	combined	0.99	Microbacterium sp. PAMC 28756	Microbacterium	sp. PAMC 28756
megan	nt	species	combined	0.99	Microbacterium sp. TPU 3598	Microbacterium	sp. TPU 3598
megan	nt	species	combined	0.99	Microbacterium sp. XT11	Microbacterium	sp. XT11
megan	nt	species	combined	0.99	Microbacterium testaceum	Microbacterium	testaceum
megan	nt	species	combined	0.99	Microcella alkaliphila	Microcella	alkaliphila
megan	nt	species	combined	0.99	Micrococcus luteus	Micrococcus	luteus
megan	nt	species	combined	0.99	Microlunatus phosphovorus	Microlunatus	phosphovorus
megan	nt	species	combined	0.99	Microlunatus soli	Microlunatus	soli
megan	nt	species	combined	0.99	Micromonas commoda	Micromonas	commoda
megan	nt	species	combined	0.99	Micromonospora aurantiaca	Micromonospora	aurantiaca
megan	nt	species	combined	0.99	Micromonospora auratinigra	Micromonospora	auratinigra
megan	nt	species	combined	0.99	Micromonospora chokoriensis	Micromonospora	chokoriensis
megan	nt	species	combined	0.99	Micromonospora coriariae	Micromonospora	coriariae
megan	nt	species	combined	0.99	Micromonospora coxensis	Micromonospora	coxensis
megan	nt	species	combined	0.99	Micromonospora echinaurantiaca	Micromonospora	echinaurantiaca
megan	nt	species	combined	0.99	Micromonospora echinofusca	Micromonospora	echinofusca
megan	nt	species	combined	0.99	Micromonospora echinospora	Micromonospora	echinospora
megan	nt	species	combined	0.99	Micromonospora inositola	Micromonospora	inositola
megan	nt	species	combined	0.99	Micromonospora krabiensis	Micromonospora	krabiensis
megan	nt	species	combined	0.99	Micromonospora narathiwatensis	Micromonospora	narathiwatensis
megan	nt	species	combined	0.99	Micromonospora purpureochromogenes	Micromonospora	purpureochromogenes
megan	nt	species	combined	0.99	Micromonospora rifamycinica	Micromonospora	rifamycinica
megan	nt	species	combined	0.99	Micromonospora siamensis	Micromonospora	siamensis
megan	nt	species	combined	0.99	Micromonospora sp. L5	Micromonospora	sp. L5
megan	nt	species	combined	0.99	Micromonospora viridifaciens	Micromonospora	viridifaciens
megan	nt	species	combined	0.99	Micromonospora zamorensis	Micromonospora	zamorensis
megan	nt	species	combined	0.99	Microsporum canis	Microsporum	canis
megan	nt	species	combined	0.99	Microterricola viridarii	Microterricola	viridarii
megan	nt	species	combined	0.99	Microvirga ossetica	Microvirga	ossetica
megan	nt	species	combined	0.99	Minicystis rosea	Minicystis	rosea
megan	nt	species	combined	0.99	Mitsuaria sp. 7	Mitsuaria	sp. 7
megan	nt	species	combined	0.99	Modestobacter marinus	Modestobacter	marinus
megan	nt	species	combined	0.99	Monomorium pharaonis	Monomorium	pharaonis
megan	nt	species	combined	0.99	Moraxella catarrhalis	Moraxella	catarrhalis
megan	nt	species	combined	0.99	Moraxella osloensis	Moraxella	osloensis
megan	nt	species	combined	0.99	Morganella morganii	Morganella	morganii
megan	nt	species	combined	0.99	Mucilaginibacter sp. PAMC 26640	Mucilaginibacter	sp. PAMC 26640
megan	nt	species	combined	0.99	Mus musculus	Mus	musculus
